Id1;Act1A1;Act1A2;Act2A1;Act2A2;ReasA1;ReasA2;REA1;REA2;NumTA1;NumTA2;T1A1;T1A2;T1SA1;T1SA2;T1TA1;T1TA2;T1TyA1;T1TyA2;T1SubjA1;T1SubjA2;T2A1;T2A2;T2SA1;T2SA2;T2TA1;T2TA2;T2TyA1;T2TyA2;T2SubjA1;T2SubjA2;T3A1;T3A2;T3SA1;T3SA2;T3TA1;T3TA2;T3TyA1;T3TyA2;T3SubjA1;T3SubjA2
320936;greet;greet;commit;{};internal collaboration;personal;accountable non-answer;accountable non-answer;1;0;answer call later in week to chat about markets.;{};2;;2;;physical;;service;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
383712;deliver;deliver;{};{};other;personal;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
320938;deliver;greet;{};{};internal collaboration;personal;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41531;deliver;remind;{};{};internal collaboration;personal;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
383899;request;deliver;{};{};administrative procedure;external collaboration;postponed reply;postponed reply;0;1;{};"provide a response to the question ""55- how about you?""";;2;;2;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
392355;deliver;remind;{};{};internal collaboration;personal;accountable non-answer;accountable non-answer;1;0;inform of meeting logistics;{};3;;3;;informational;;meeting;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
383714;request;request;{};{};administrative procedure;personal;accountable non-answer;postponed reply;1;1;add kyle etter and victor guggenheim to social club events.;could you please add kyle etter and victor guggenheim to all future social club events?;2;1;2;2;procedural;procedural;meeting;event;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
259561;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
172924;greet;greet;{};{};internal collaboration;other;ignore;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
200948;greet;propose;{};commit;other;personal;immediate reply;postponed reply;1;1;{};confirm the availability for the leisure.;4;2;4;3;informational;physical;meeting;meeting;;;;;;;;;;;;;;;;;;;;
173179;greet;greet;{};{};personal;internal collaboration;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
299145;deliver;deliver;{};request;administrative procedure;internal collaboration;accountable non-answer;immediate reply;0;1;{};review the address list and provide changes if needed.;;2;;4;;procedural;{};service;{};{};;;;;;;{};{};;;;;;;;;;
248977;request;request;{};{};administrative procedure;internal collaboration;immediate reply;immediate reply;1;1;contact me;please call me;1;1;4;3;physical;procedural;meeting;meeting;{};{};;;;;;;{};{};;;;;;;;;;
41669;propose;request;{};{};administrative procedure;internal collaboration;immediate reply;immediate reply;1;1;schedule meeting;confirm meeting;4;3;4;3;physical;physical;meeting;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
77426;deliver;deliver;request;{};internal collaboration;internal collaboration;immediate reply;accountable non-answer;1;0;provide a copy of the review if one was made.;{};1;;3;;informational;;information;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384047;deliver;request;{};{};personal;personal;accountable non-answer;accountable non-answer;0;1;{};change your team name and logo;;1;;1;;procedural;{};other;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
105605;deliver;request;{};{};legal procedure;administrative procedure;accountable non-answer;immediate reply;0;1;{};provide information about when the company name change will occur.;;1;;4;;procedural;{};other;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
259694;deliver;deliver;{};commit;administrative procedure;internal collaboration;accountable non-answer;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41033;deliver;propose;{};{};administrative procedure;administrative procedure;immediate reply;postponed reply;0;1;{};could we possibly make it at 2:00 on tuesday?;;2;;3;;procedural;{};meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181314;request;request;{};{};administrative procedure;internal collaboration;postponed reply;postponed reply;1;1;lets talk or set up meeting;collaboration;3;1;3;3;physical;informational;meeting;collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
211405;request;request;{};deliver;internal collaboration;administrative procedure;immediate reply;immediate reply;1;1;question about original;e-mail comments using the reply function to mbd at this address before the conference call;1;1;3;4;informational;procedural;service;meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
337530;deliver;deliver;{};{};internal collaboration;internal collaboration;postponed reply;postponed reply;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
100865;deliver;deliver;{};{};administrative procedure;internal collaboration;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
100864;amend;deliver;{};{};logistic arrangements;legal procedure;postponed reply;accountable non-answer;1;0;{};{};2;;2;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
30653;deliver;propose;greet;{};internal collaboration;other;postponed reply;postponed reply;1;1;does anyone else need to be added to the list?;{};1;1;2;1;informational;procedural;information;announcement;{};{};;;;;;;{};{};;;;;;;;;;
187830;deliver;remind;{};{};logistic arrangements;administrative procedure;accountable non-answer;accountable non-answer;1;0;inform of meeting;{};3;;3;;physical;;meeting;{};{};{};;;;;;;{};{};;;;;;;;;;
306406;propose;request;{};{};administrative procedure;internal collaboration;accountable non-answer;accountable non-answer;1;0;include the information.;{};1;;3;;informational;;instructions;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
384539;greet;greet;{};{};personal;personal;postponed reply;accountable non-answer;1;0;talk about life;{};1;;1;;informational;;other;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
209874;propose;propose;{};{};travel planning;travel planning;accountable non-answer;postponed reply;1;1;decide on how to travel;decide on carpooling;2;3;1;3;physical;physical;meeting;collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
260470;deliver;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
173511;deliver;propose;{};{};external collaboration;legal procedure;postponed reply;immediate reply;1;1;review change in electronic signitures;reply with his thoughts on the subject;1;1;2;3;informational;informational;information;decision;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8745;deliver;deliver;{};{};internal collaboration;internal collaboration;postponed reply;accountable non-answer;0;1;{};informs recipient new cftc regulations about to be enforced;;1;;2;;procedural;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
181031;request;propose;{};{};administrative procedure;external collaboration;immediate reply;immediate reply;1;1;the user is asking if the guaranty should be posted.;provide answers;2;2;2;2;procedural;informational;information;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
41625;remind;greet;greet;{};personal;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
173621;request;request;{};deliver;administrative procedure;administrative procedure;accountable non-answer;immediate reply;1;2;update schedule for daily plan;visit;4;4;4;4;procedural;procedural;meeting;meeting;{};launch;;4;;4;;procedural;{};service;{};{};;;;;;;{};{}
260573;commit;commit;{};greet;legal procedure;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
71299;remind;propose;{};{};internal collaboration;internal collaboration;immediate reply;postponed reply;1;1;meeting discuss nng s major customers from a strategic perspective;proposal for meeting time;4;3;4;2;procedural;physical;meeting;meeting;{};{};;;;;;;{};{};;;;;;;;;;
142867;remind;deliver;{};{};administrative procedure;internal collaboration;ignore;accountable non-answer;1;0;put the meeting into the calender;{};3;;4;;informational;;meeting;{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
105884;remind;commit;{};commit;internal collaboration;logistic arrangements;accountable non-answer;postponed reply;0;1;{};other people need to acknowledge to the mail on the old and new forms.;;3;;2;;physical;{};instructions;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
135281;deliver;deliver;{};{};external collaboration;administrative procedure;accountable non-answer;accountable non-answer;1;1;receive information;work on request;1;2;2;3;informational;procedural;information;service;{};{};;;;;;;{};{};;;;;;;;;;
77637;request;commit;{};{};internal collaboration;internal collaboration;immediate reply;accountable non-answer;1;1;tell me if jere o is going to the meeting on my behalf;attend meeting;4;3;4;3;procedural;physical;information;announcement;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
305994;remind;deliver;{};{};administrative procedure;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
209540;deliver;deliver;{};{};other;internal collaboration;ignore;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
383717;deliver;deliver;{};{};internal collaboration;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
259664;deliver;request;{};{};administrative procedure;internal collaboration;postponed reply;postponed reply;1;1;do you need me to reschedule;answer question;3;2;3;2;informational;informational;meeting;collaboration;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
33233;deliver;deliver;{};{};administrative procedure;administrative procedure;accountable non-answer;accountable non-answer;0;1;{};make it to new meeting site;;4;;4;;physical;{};meeting;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
178239;deliver;deliver;{};{};administrative procedure;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
143791;commit;request;{};deliver;administrative procedure;internal collaboration;accountable non-answer;immediate reply;1;2;{};verify  the relationship between vepco and ncp is sufficient to justify;1;1;1;4;procedural;informational;instructions;information;{};note changes to paragraph 8 in response to goodcomments;;1;;1;;informational;{};information;;;;;;;;;;
140638;deliver;request;{};{};internal collaboration;internal collaboration;postponed reply;immediate reply;1;1;check if this is better;you might check to see if this looks like the one in the binder;2;1;2;2;informational;informational;information;service;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
177189;request;amend;{};amend;internal collaboration;internal collaboration;immediate reply;immediate reply;1;1;return information regarding equity swap;credit suisse first boston equity swap basket documentation;1;3;3;3;informational;informational;information;collaboration;{};credit suisse first boston equity swap basket documentation;;3;;3;;informational;{};collaboration;;;;;;;;;;
143654;greet;request;request;request;external collaboration;administrative procedure;postponed reply;postponed reply;2;1;answer if cpcn has an absolute bar to beginning construction.;answer the questions;2;1;3;3;informational;informational;information;information;inform what risks there are for construction.;{};2;;3;;informational;;instructions;{};;;;;;;;;;
178230;deliver;deliver;{};{};internal collaboration;administrative procedure;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
384387;deliver;remind;request;{};personal;personal;postponed reply;postponed reply;1;1;please let me know whether or not you will attend.;let him know if he can't attend;1;;2;;informational;;other;{};;;;;;;;;;;;;;;;;;;;
9611;request;deliver;{};{};internal collaboration;external collaboration;postponed reply;immediate reply;1;1;resend message from tuesday.;resend message;1;1;2;4;informational;informational;service;information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
135267;deliver;request;propose;{};administrative procedure;administrative procedure;immediate reply;immediate reply;2;2;let sender know when receiver is available for conference call.;let him know when available for call;2;1;3;3;informational;procedural;information;meeting;let sender know if receiver has not received a copy of the data request.;let him know if did not receive copies;2;1;2;3;procedural;informational;service;information;;;;;;;;;;
135266;deliver;deliver;{};greet;external collaboration;internal collaboration;accountable non-answer;postponed reply;1;0;inform regarding status and plans;{};2;;3;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
49667;deliver;greet;{};{};personal;other;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
173214;deliver;deliver;{};request;legal procedure;internal collaboration;accountable non-answer;postponed reply;0;1;{};e.haedick asks  	jordan.mintz whether he has any questions/comments about the pending transaction list reply he just sent.;;1;;2;;procedural;{};announcement;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
135262;deliver;deliver;{};deliver;external collaboration;administrative procedure;accountable non-answer;accountable non-answer;1;0;inform regarding documents contents and receipt of said documents;{};1;;3;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
135303;deliver;deliver;{};{};external collaboration;external collaboration;accountable non-answer;accountable non-answer;1;0;inform regarding timeline;{};1;;2;;informational;;information;{};{};{};;;;;;;{};{};;;;;;;;;;
249221;request;request;{};{};administrative procedure;internal collaboration;postponed reply;accountable non-answer;1;1;coordinate task;coordinate the project;3;1;3;2;procedural;informational;meeting;service;{};{};;;;;;;{};{};;;;;;;;;;
103494;deliver;greet;{};{};internal collaboration;external collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
135269;deliver;remind;{};{};legal procedure;internal collaboration;accountable non-answer;accountable non-answer;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};;;;;;;;;;
383598;deliver;deliver;{};request;administrative procedure;logistic arrangements;accountable non-answer;postponed reply;0;1;{};how to categorize users in certain roles;;1;;1;;informational;{};information;{};{};;;;;;;{};{};{};{};;;;;;;{};{}
306932;deliver;deliver;{};{};travel planning;internal collaboration;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
102951;greet;greet;{};{};personal;personal;accountable non-answer;ignore;0;0;{};{};;;;;;;{};{};{};{};;;;;;;{};{};{};{};;;;;;;{};{}
8277;propose;request;request;{};internal collaboration;administrative procedure;immediate reply;postponed reply;2;1;put aside two hours for a meeting on friday.;organize a meeting that will fit within a specific 2 hour time frame;2;3;4;4;procedural;procedural;meeting;meeting;respond in the affirmative if between 10 am and 12 pm on friday are suitable for the meeting.;{};2;;4;;informational;;meeting;{};{};{};;;;;;;{};{}
